id,image,rectangles
558,https://storage.yandexcloud.net/garbage-images/DJI_0064-525.jpg,"((0.3646895273401297, 0.4712696941612604), (0.3041851616994293, 0.44102726696258715))"
561,https://storage.yandexcloud.net/garbage-images/DJI_0042-250.jpg,"((0.2937732365803795, 0.3531500450854122), (0.18135700697526946, 0.294241162255055)) ((0.5717485930637618, 0.6222895669698313), (0.009107849658660017, 0.10813430331672443)) ((0.25670750231526585, 0.2726984083176727), (0.6798003451856143, 0.7217646847001054))"
562,https://storage.yandexcloud.net/garbage-images/DJI_0097-950.jpg,"((0.20370325675923068, 0.2637614203251753), (0.8650984827875504, 0.9992700374271616))"
563,https://storage.yandexcloud.net/garbage-images/DJI_0080-1100.jpg,"((0.6575532900834105, 0.7465245597775717), (0.5244927076727964, 0.6646322130627773))"
564,https://storage.yandexcloud.net/garbage-images/DJI_0075-1200.jpg,"((0.37395736793327156, 0.4747649053914643), (0.8873097653772986, 1)) ((0.02600596426825808, 0.07040590851893022), (0.8355378615696671, 0.8774682572642264))"
565,https://storage.yandexcloud.net/garbage-images/DJI_0063-1400.jpg,"((0.572289156626506, 0.680722891566265), (0.02184527584020292, 0.19660748256182625)) ((0.6779425393883225, 0.7242817423540315), (0.7126506024096385, 0.8132213062777425))"
566,https://storage.yandexcloud.net/garbage-images/DJI_0018-1275.jpg,"((0.23679332715477291, 0.38415199258572746), (0.2346306277742549, 0.4258798351299936))"
567,https://storage.yandexcloud.net/garbage-images/DJI_0071-1975.jpg,"((0.0651645041705283, 0.3463372721655854), (0.047623388290002115, 0.8183047981399281)) ((0.36564527340129754, 0.45615152919369784), (0.032596174170365685, 0.4125700169097442))"
568,https://storage.yandexcloud.net/garbage-images/DJI_0027-600.jpg,"((0.29981464318813716, 0.3619091751621872), (0.7591233354470514, 0.8695862396956245))"
569,https://storage.yandexcloud.net/garbage-images/DJI_0037-600.jpg,"((0.13762743280815568, 0.1830398517145505), (0.44102726696258715, 0.5366518706404565))"
570,https://storage.yandexcloud.net/garbage-images/DJI_0060-2600.jpg,"((0.4304911955514365, 0.4814643188137164), (0.5796211160431198, 0.6637048192771083))"
572,https://storage.yandexcloud.net/garbage-images/DJI_0034-1850.jpg,"((0.4450271662251939, 0.4943256388981449), (0.8369657306134226, 0.8878530299560153))"
573,https://storage.yandexcloud.net/garbage-images/DJI_0018-1450.jpg,"((0.26492260785365584, 0.3173231953036464), (0.280946334100129, 0.4276091432127902)) ((0.5787439038041549, 0.5969385522242904), (0.12040441734545025, 0.14629827488652744))"
574,https://storage.yandexcloud.net/garbage-images/DJI_0063-1225.jpg,"((0.3302297366676808, 0.37380878163754633), (0.37184539490364144, 0.48400897492462575))"
575,https://storage.yandexcloud.net/garbage-images/DJI_0034-4900.jpg,"((0.3155158893645605, 0.34087518600702504), (0.6070403609377396, 0.6374224871192703))"
576,https://storage.yandexcloud.net/garbage-images/DJI_0097-1125.jpg,"((0.28201462308399977, 0.34042908761807483), (0.5583723456148166, 0.6853811053444606))"
578,https://storage.yandexcloud.net/garbage-images/DJI_0022-175.jpg,"((0.001996078809544506, 0.040939055165594575), (0.6626093299701343, 0.787968625287705))"
579,https://storage.yandexcloud.net/garbage-images/DJI_0089-1600.jpg,"((0.5369983968438514, 0.6148843495559515), (0.19514653234470408, 0.3073101123656884))"
580,https://storage.yandexcloud.net/garbage-images/DJI_0008-1750.jpg,"((0.12438829021427329, 0.2217457311043985), (0.4123947325619149, 0.6103304620107108))"
581,https://storage.yandexcloud.net/garbage-images/DJI_0032-175.jpg,"((0.39513469726109757, 0.4229511089439905), (0.4034830477850691, 0.4975025192732471)) ((0.9023206036125115, 0.9570262132555344), (0.1775064233310272, 0.27152589481920525))"
583,https://storage.yandexcloud.net/garbage-images/DJI_0102-1675.jpg,"((0.33688600556070436, 0.49721964782205746), (0.161572606214331, 0.42536461636017747))"
584,https://storage.yandexcloud.net/garbage-images/DJI_0064-925.jpg,"((0.3665430954587581, 0.4657089898053753), (0.31995085605580215, 0.4485494610019023))"
585,https://storage.yandexcloud.net/garbage-images/DJI_0024-2450.jpg,"((0.5843373493975903, 0.6658943466172381), (0.0035034876347495242, 0.10242549143944198))"
586,https://storage.yandexcloud.net/garbage-images/DJI_0060-2350.jpg,"((0.43512511584800745, 0.49258572752548657), (0.175071337983513, 0.27399334178820545)) ((0.4128822984244671, 0.44995366079703425), (0.519649651236525, 0.5773541534559289))"
587,https://storage.yandexcloud.net/garbage-images/DJI_0027-350.jpg,"((0.3860055607043558, 0.4573679332715477), (0.4867786937222574, 0.5840519974635383)) ((0.07645968489341984, 0.1051899907321594), (0.7192454026632846, 0.7736525047558656)) ((0.9189063948100092, 0.9717330861909175), (0.046575776791376026, 0.11417247939124921)) ((0.6705282669138091, 0.7085264133456904), (0.31861128725428023, 0.41423589093214963))"
588,https://storage.yandexcloud.net/garbage-images/DJI_0013-900.jpg,"((0.3072289156626506, 0.4091751621872104), (0.7172278859025847, 0.8737514159200905))"
589,https://storage.yandexcloud.net/garbage-images/DJI_0037-350.jpg,"((0.4990732159406858, 0.5435588507877664), (0.5001743817374762, 0.5628249841471148))"
590,https://storage.yandexcloud.net/garbage-images/DJI_0080-1450.jpg,"((0.36376274328081554, 0.49814643188137164), (0.1886731135066582, 0.3370561192136968))"
591,https://storage.yandexcloud.net/garbage-images/DJI_0097-1250.jpg,"((0.2822057460611677, 0.3702502316960148), (0.516867469879518, 0.6685478757133798))"
592,https://storage.yandexcloud.net/garbage-images/DJI_0042-700.jpg,"((0.6223354958294717, 0.6677479147358665), (0.47245561192136964, 0.5763237159162967)) ((0.3461538461538461, 0.4054680259499536), (0.690084020291693, 0.8104391249207356))"
594,https://storage.yandexcloud.net/garbage-images/DJI_0042-2100.jpg,"((0.5296570898980537, 0.5889712696941611), (0.011540900443880784, 0.1368421052631579)) ((0.48527051254030595, 0.5037411769877346), (0.4861061443530417, 0.5317427275637938))"
595,https://storage.yandexcloud.net/garbage-images/DJI_0018-2125.jpg,"((0.42029657089898054, 0.4879518072289156), (0.4996591629676601, 0.6645291693088141))"
596,https://storage.yandexcloud.net/garbage-images/DJI_0071-200.jpg,"((0.36746987951807225, 0.644853452270621), (0.11262682308180103, 0.8371532181357006))"
597,https://storage.yandexcloud.net/garbage-images/DJI_0080-350.jpg,"((0.6566265060240963, 0.778962001853568), (0.18331483830057071, 0.3564283449587825))"
598,https://storage.yandexcloud.net/garbage-images/DJI_0079-400.jpg,"((0.680722891566265, 0.7873030583873957), (0.7390298034242232, 0.9104946100190234))"
599,https://storage.yandexcloud.net/garbage-images/DJI_0060-775.jpg,"((0.5463392029657089, 0.6149212233549582), (0.5956959416613824, 0.704510145846544))"
600,https://storage.yandexcloud.net/garbage-images/DJI_0034-3975.jpg,"((0.14798081213743863, 0.18552414787354546), (0.38097947344935296, 0.43631778576293473))"
601,https://storage.yandexcloud.net/garbage-images/DJI_0024-4300.jpg,"((0.5528266913809082, 0.6353104726598703), (0.4920339251743817, 0.6206325301204819))"
603,https://storage.yandexcloud.net/garbage-images/DJI_0022-875.jpg,"((0.36839666357738643, 0.4416126042632066), (0.30263950538998097, 0.45761731135066575))"
606,https://storage.yandexcloud.net/garbage-images/DJI_0080-150.jpg,"((0.2942539388322521, 0.4573679332715477), (0.19794705136334814, 0.36446575776791373))"
607,https://storage.yandexcloud.net/garbage-images/DJI_0079-600.jpg,"((0.371177015755329, 0.4851714550509731), (0.7800412175015852, 0.9548034242232085))"
608,https://storage.yandexcloud.net/garbage-images/DJI_0089-225.jpg,"((0.33317886932344765, 0.46941612604263205), (0.09593373493975904, 0.31191344324667086))"
609,https://storage.yandexcloud.net/garbage-images/DJI_0060-575.jpg,"((0.5444856348470806, 0.5611677479147359), (0.2707989854153456, 0.31861128725428023)) ((0.5064874884151993, 0.5463392029657089), (0.3713696892834496, 0.44556119213696893))"
610,https://storage.yandexcloud.net/garbage-images/DJI_0265-275.jpg,"((0.45829471733086186, 0.5009267840593142), (0.6595613222119246, 0.7254659664298219))"
611,https://storage.yandexcloud.net/garbage-images/DJI_0071-2825.jpg,"((0.12465245597775718, 0.2201112140871177), (0.04348446417247939, 0.4226854787571338)) ((0.23679332715477291, 0.39990732159406855), (0.01094965112643558, 0.32870957514267596))"
612,https://storage.yandexcloud.net/garbage-images/DJI_0034-2300.jpg,"((0.04216867469879518, 0.11538461538461539), (0.06502060875079264, 0.14910431198478122))"
614,https://storage.yandexcloud.net/garbage-images/DJI_0071-3050.jpg,"((0.14967562557924002, 0.24884151992585726), (0.02071179454660748, 0.4131024096385542)) ((0.2655236329935125, 0.4230769230769231), (0.005873493975903614, 0.32901870640456565))"
616,https://storage.yandexcloud.net/garbage-images/DJI_0042-825.jpg,"((0.5806302131603337, 0.6223354958294717), (0.606721623335447, 0.6990488268864934))"
617,https://storage.yandexcloud.net/garbage-images/DJI_0018-1800.jpg,"((0.2827806574961959, 0.3547677671079523), (0.41232424791913463, 0.5845704129304595))"
618,https://storage.yandexcloud.net/garbage-images/DJI_0265-450.jpg,"((0.8232189463874013, 0.8651199907357349), (0.7238026178789231, 0.8727841088952201))"
619,https://storage.yandexcloud.net/garbage-images/DJI_0034-2900.jpg,"((0.09246591363078144, 0.14247801083473854), (0.1350797237948708, 0.19007867317935645))"
620,https://storage.yandexcloud.net/garbage-images/DJI_0060-350.jpg,"((0.4294385770691383, 0.5594700297994267), (0.027558448888043208, 0.9398939622071578))"
621,https://storage.yandexcloud.net/garbage-images/DJI_0063-75.jpg,"((0.4332715477293791, 0.5), (0.32530913126188965, 0.43412333544705134))"
622,https://storage.yandexcloud.net/garbage-images/DJI_0080-775.jpg,"((0.7344763670064874, 0.8215940685820203), (0.17867786937222574, 0.3221147748890298))"
623,https://storage.yandexcloud.net/garbage-images/DJI_0089-400.jpg,"((0.345952989307658, 0.44316341219579164), (0.17025451954014892, 0.3402051554169896))"
624,https://storage.yandexcloud.net/garbage-images/DJI_0071-625.jpg,"((0.24513438368860052, 0.6065801668211306), (0.3552948636651871, 0.9916930881420418))"
625,https://storage.yandexcloud.net/garbage-images/DJI_0042-50.jpg,"((0.5206895959908008, 0.5802225998009131), (0.6692844477324502, 0.760878895699758))"
627,https://storage.yandexcloud.net/garbage-images/DJI_0083-1400.jpg,"((0.4555143651529193, 0.5222428174235403), (0.054407102092580845, 0.1731135066582118))"
628,https://storage.yandexcloud.net/garbage-images/DJI_0049-1675.jpg,"((0.30074142724745134, 0.36283595922150136), (0.37930405833861763, 0.4633877615726062)) ((0.4842446709916589, 0.5166821130676552), (0.1616756499682942, 0.21608275206087507)) ((0.024559777571825765, 0.08109360518999073), (0.657934369055168, 0.7436667723525682))"
629,https://storage.yandexcloud.net/garbage-images/DJI_0102-2425.jpg,"((0.20157553290083408, 0.3489341983317887), (0.6514426125554851, 0.8756658211794547)) ((0.4101019462465245, 0.43790546802595), (0.8822606214331008, 0.9379042485732402))"
630,https://storage.yandexcloud.net/garbage-images/DJI_0080-0.jpg,"((0.2877664504170528, 0.4573679332715477), (0.17836873811033607, 0.34983354470513633)) ((0.3461538461538461, 0.3693234476367006), (0.6812222574508561, 0.724088459099556)) ((0.4212233549582947, 0.45922150139017603), (0.6647352568167406, 0.7257371591629675))"
631,https://storage.yandexcloud.net/garbage-images/DJI_0024-1600.jpg,"((0.13855421686746985, 0.20342910101946243), (0.6137285986049461, 0.7060558021559923)) ((0.2645968489341983, 0.3063021316033364), (0.772003804692454, 0.8560875079264425)) ((0.3109360518999073, 0.3285449490268767), (0.8214648065948001, 0.8593849080532656)) ((0.29518072289156627, 0.3239110287303058), (0.9038998097653773, 0.9616043119847811))"
632,https://storage.yandexcloud.net/garbage-images/DJI_0060-1100.jpg,"((0.4990732159406858, 0.5787766450417053), (0.24617152821813568, 0.3731214331008243)) ((0.6408711770157554, 0.6677479147358665), (0.6088855421686746, 0.6336160431198478)) ((0.618628359592215, 0.6445783132530121), (0.6946179454660748, 0.7144023462270133))"
633,https://storage.yandexcloud.net/garbage-images/DJI_0063-225.jpg,"((0.45458758109360514, 0.5176088971269693), (0.3056277742549144, 0.4193880786303107)) ((0.45922150139017603, 0.48331788693234473), (0.6963696892834496, 0.7639663918833227))"
634,https://storage.yandexcloud.net/garbage-images/DJI_0042-1925.jpg,"((0.44902687673772007, 0.47405004633920295), (0.562928027901078, 0.6008481293595433)) ((0.46200185356811857, 0.5018535681186284), (0.4920339251743817, 0.544792327203551)) ((0.6936978683966636, 0.7307692307692307), (0.3683814204185161, 0.39805802155992387)) ((0.7177942539388322, 0.7409638554216866), (0.31067691819911225, 0.34859701965757767))"
635,https://storage.yandexcloud.net/garbage-images/DJI_0017-300.jpg,"((0.5973123262279889, 0.6158480074142724), (0.4621563175780043, 0.4934610235815055))"
636,https://storage.yandexcloud.net/garbage-images/DJI_0042-25.jpg,"((0.41195551436515293, 0.46292863762743275), (0.05698319594166138, 0.15260779961953075)) ((0.5247914735866543, 0.5812673772011121), (0.6562856689917563, 0.7593294229549777))"
638,https://storage.yandexcloud.net/garbage-images/DJI_0024-3825.jpg,"((0.5508372789319885, 0.6065620899661026), (0.9022724093640143, 0.9669256208970611)) ((0.6323576311047268, 0.6407458793938215), (0.550409748044164, 0.5690625633185984)) ((0.593771688974891, 0.6273246821312699), (0.5466791849892771, 0.5713009011515305))"
639,https://storage.yandexcloud.net/garbage-images/DJI_0042-2350.jpg,"((0.3261688087017116, 0.363469690778511), (0.645665837150492, 0.7316832708675557))"
640,https://storage.yandexcloud.net/garbage-images/DJI_0018-625.jpg,"((0.35601616563855853, 0.43684184840154333), (0.3895081044288323, 0.5703005998900555)) ((0.309976219760909, 0.32702805156744585), (0.43561625763370804, 0.47990435215944394))"
641,https://storage.yandexcloud.net/garbage-images/DJI_0083-50.jpg,"((0.37057165292130784, 0.48188601095438055), (0.24878725188974085, 0.35435065527985105))"
642,https://storage.yandexcloud.net/garbage-images/DJI_0097-25.jpg,"((0.40325865580448067, 0.5010183299389002), (0.04444350452077569, 0.20567193200496478))"
643,https://storage.yandexcloud.net/garbage-images/DJI_0097-425.jpg,"((0.34317718940936864, 0.40529531568228105), (0.21768857890711887, 0.3372512329965175))"
644,https://storage.yandexcloud.net/garbage-images/DJI_0034-4250.jpg,"((0.1323828920570265, 0.1629327902240326), (0.40361454084839826, 0.4470918696081796)) ((0.445010183299389, 0.4725050916496945), (0.3619487674536078, 0.41448387303834355))"
645,https://storage.yandexcloud.net/garbage-images/DJI_0071-1400.jpg,"((0.35985730219569545, 0.7473601799992458), (0.21611856057184126, 0.7283342674923161))"
649,https://storage.yandexcloud.net/garbage-images/DJI_0027-875.jpg,"((0.5945876382083097, 0.6465469736698974), (0.4022856423432568, 0.4683701954576182)) ((0.9445248228036699, 0.9714799124847033), (0.1899503840610601, 0.23489061138281758)) ((0.9764281898174535, 0.9932262891838946), (0.1941832717194509, 0.21294697487956613))"
650,https://storage.yandexcloud.net/garbage-images/DJI_0034-5500.jpg,"((0.3606340200218414, 0.3822127356911656), (0.318911929128429, 0.385276585811357))"
651,https://storage.yandexcloud.net/garbage-images/DJI_0013-225.jpg,"((0.44452697870852076, 0.49889070927452767), (0.24542189297344885, 0.2970839095282568))"
652,https://storage.yandexcloud.net/garbage-images/DJI_0037-875.jpg,"((0.0947414986324403, 0.1482055160604217), (0.34463384218054116, 0.43458696674722674))"
653,https://storage.yandexcloud.net/garbage-images/DJI_0013-1350.jpg,"((0.41003225854502195, 0.5137425997105602), (0.1897066405764014, 0.35003180566322395))"
654,https://storage.yandexcloud.net/garbage-images/DJI_0034-1000.jpg,"((0.4966567400649229, 0.5166812840244535), (0.8763110747062784, 0.9070013231326749))"
655,https://storage.yandexcloud.net/garbage-images/DJI_0034-4150.jpg,"((0.14338811768159154, 0.18362041732415021), (0.44072618557968496, 0.4810209312919584))"
656,https://storage.yandexcloud.net/garbage-images/DJI_0097-725.jpg,"((0.21595017191318572, 0.2935052044231732), (0.03708156673261393, 0.20151817023986704))"
657,https://storage.yandexcloud.net/garbage-images/DJI_0013-25.jpg,"((0.45193182041757224, 0.5061489242359954), (0.1616494893467659, 0.2284516414662753))"
658,https://storage.yandexcloud.net/garbage-images/DJI_0008-525.jpg,"((0.1880310816517531, 0.4498280137189554), (0.295409922199382, 0.7829069508002624))"
660,https://storage.yandexcloud.net/garbage-images/DJI_0042-1475.jpg,"((0.10396624014261646, 0.18231478374215643), (0.4032344290478739, 0.5238899552635362)) ((0.5185840714790312, 0.5322561508101202), (0.12354617839093898, 0.14668165332578062))"
661,https://storage.yandexcloud.net/garbage-images/DJI_0034-3075.jpg,"((0.15519445701483375, 0.1757174175119767), (0.36598501057577965, 0.4177064715479653))"
662,https://storage.yandexcloud.net/garbage-images/DJI_0064-0.jpg,"((0.3863242619099379, 0.4768305177023382), (0.15855847039881418, 0.3169140336524786))"
663,https://storage.yandexcloud.net/garbage-images/DJI_0089-925.jpg,"((0.09820240124791665, 0.2293061133422579), (0.18247585860009233, 0.29577628251798616))"
666,https://storage.yandexcloud.net/garbage-images/DJI_0034-2800.jpg,"((0.018659752972001988, 0.12434349816168762), (0.298086816075217, 0.45627673543426467))"
668,https://storage.yandexcloud.net/garbage-images/DJI_0060-250.jpg,"((0.6684930550435004, 0.6900470902021082), (0.7732652558332745, 0.8432421326100493))"
669,https://storage.yandexcloud.net/garbage-images/DJI_0071-725.jpg,"((0.6249239087676167, 0.8470659534079881), (0.26935661517321496, 0.9660075091044584))"
671,https://storage.yandexcloud.net/garbage-images/DJI_0034-4500.jpg,"((0.2731308265667926, 0.31244538669609323), (0.43325986695319285, 0.4861738888446719)) ((0.4159047554574105, 0.42676798917734876), (0.5630142510696892, 0.5901614449096654))"
672,https://storage.yandexcloud.net/garbage-images/DJI_0097-375.jpg,"((0.42156700228687255, 0.5056277394054428), (0.13992084366996532, 0.28623961724814206))"
673,https://storage.yandexcloud.net/garbage-images/DJI_0042-875.jpg,"((0.572003398461693, 0.6389387810831507), (0.4819258818881988, 0.5897669591126804)) ((0.30720870872020295, 0.3278365939305892), (0.7934667716478124, 0.8369027610854509)) ((0.3101555494645438, 0.3564630468756152), (0.7148326528382946, 0.774744362407451)) ((0.2141727366488686, 0.2664504170528267), (0.34148700063411536, 0.4235119650582712))"
674,https://storage.yandexcloud.net/garbage-images/DJI_0018-1850.jpg,"((0.3679947711072209, 0.5074414466984748), (0.44491112598542304, 0.6238065321715712))"
675,https://storage.yandexcloud.net/garbage-images/DJI_0071-1350.jpg,"((0.3758109360518999, 0.78822984244671), (0.14714648065948002, 0.732435003170577))"
676,https://storage.yandexcloud.net/garbage-images/DJI_0034-5150.jpg,"((0.3025949953660797, 0.35542168674698793), (0.5841550412175016, 0.6253725428027901))"
677,https://storage.yandexcloud.net/garbage-images/DJI_0034-1450.jpg,"((0.6028730305838739, 0.6417979610750695), (0.29243817374762204, 0.3418991756499683))"
678,https://storage.yandexcloud.net/garbage-images/DJI_0013-675.jpg,"((0.4781175985995263, 0.5832389386606255), (0.1039104185021186, 0.2736301330678841))"
679,https://storage.yandexcloud.net/garbage-images/DJI_0060-300.jpg,"((0.6658943466172381, 0.7094531974050046), (0.5630310716550412, 0.6767913760304375))"
680,https://storage.yandexcloud.net/garbage-images/DJI_0063-25.jpg,"((0.43234476367006486, 0.49814643188137164), (0.3207752060875079, 0.44277901077996196)) ((0.4314179796107507, 0.4768303985171455), (0.6768944197844007, 0.7576807228915662))"
682,https://storage.yandexcloud.net/garbage-images/DJI_0024-300.jpg,"((0.13206672845227063, 0.18674698795180722), (0.3495244134432467, 0.4896639188332276)) ((0.026413345690454122, 0.0681186283595922), (0.5819911223842739, 0.6265060240963854))"
683,https://storage.yandexcloud.net/garbage-images/DJI_0024-3150.jpg,"((0.5240963855421686, 0.5695088044485634), (0.003400443880786303, 0.04626664552948636)) ((0.04316399024397685, 0.07221538099215476), (0.41416443878176773, 0.504274717453309))"
685,https://storage.yandexcloud.net/garbage-images/DJI_0042-650.jpg,"((0.36010709504685406, 0.4035500978272062), (0.6720475469127973, 0.7712748655440476)) ((0.6245194453025777, 0.6674261147152712), (0.48313399798022494, 0.569003792949576))"
686,https://storage.yandexcloud.net/garbage-images/DJI_0097-1300.jpg,"((0.36283595922150136, 0.39156626506024095), (0.5626188966391883, 0.6895688015218768))"
687,https://storage.yandexcloud.net/garbage-images/DJI_0080-1500.jpg,"((0.38693234476367, 0.4768303985171455), (0.17527742549143943, 0.29233512999365885))"
688,https://storage.yandexcloud.net/garbage-images/DJI_0063-1000.jpg,"((0.3433734939759036, 0.4128822984244671), (0.5661223842739378, 0.6930722891566264)) ((0.3396663577386469, 0.37766450417052827), (0.10283766645529487, 0.16548826886493342))"
689,https://storage.yandexcloud.net/garbage-images/DJI_0018-1675.jpg,"((0.04031510658016682, 0.0968489341983318), (0.27935161699429295, 0.4326807228915662))"
690,https://storage.yandexcloud.net/garbage-images/DJI_0027-200.jpg,"((0.5407784986098239, 0.5741427247451344), (0.5448953709575143, 0.6190868738110336)) ((0.038461538461538464, 0.06533827618164967), (0.1558021559923906, 0.2316423589093215))"
693,https://storage.yandexcloud.net/garbage-images/DJI_0089-1350.jpg,"((0.5112736421726749, 0.602146645161782), (0.18444583607906245, 0.3257270302883986))"
694,https://storage.yandexcloud.net/garbage-images/DJI_0037-1375.jpg,"((0.22634387849773063, 0.24189816929871952), (0.7121426331411453, 0.7537823518465009)) ((0.2697870145692448, 0.3308781090157033), (0.19005916362921874, 0.31571791809425326)) ((0.5513787780333895, 0.611038049953759), (0.02619335544170748, 0.12722978639670146))"
695,https://storage.yandexcloud.net/garbage-images/DJI_0022-425.jpg,"((0.36408509439189385, 0.41107689553336035), (0.43851147937162543, 0.5069081583536069)) ((0.09210224536098155, 0.14289136376640496), (0.6546787610924556, 0.7821836811699765))"
696,https://storage.yandexcloud.net/garbage-images/DJI_0042-1125.jpg,"((0.26353776988512906, 0.3275062491851841), (0.43696228509707463, 0.5524080684868002))"
697,https://storage.yandexcloud.net/garbage-images/DJI_0032-425.jpg,"((0.04561972958860272, 0.08922017402231365), (0.075796772440319, 0.1282137066472874)) ((0.16904494621204413, 0.19673057708759065), (0.024300239021686192, 0.06291772007907231)) ((0.6135880874296262, 0.6583325413699035), (0.4348519458507734, 0.5462891858746638))"
698,https://storage.yandexcloud.net/garbage-images/DJI_0034-25.jpg,"((0.21892274521902244, 0.25314113054799076), (0.7771063353472901, 0.8504302773069958)) ((0.3462695769830807, 0.3575460903301271), (0.9061149690782816, 0.9282504987264947))"
699,https://storage.yandexcloud.net/garbage-images/DJI_0060-1900.jpg,"((0.6544741786251702, 0.6731387524409712), (0.10855373937815091, 0.14812099862433165))"
700,https://storage.yandexcloud.net/garbage-images/DJI_0102-950.jpg,"((0.1699027494604108, 0.34604783738809863), (0.2425735721864455, 0.5130465504138025))"
701,https://storage.yandexcloud.net/garbage-images/DJI_0060-1525.jpg,"((0.06581442660500621, 0.16181060703783642), (0.16365267801948372, 0.29681172355951513))"
702,https://storage.yandexcloud.net/garbage-images/DJI_0024-1225.jpg,"((0.2774746955739201, 0.3061520355513226), (0.669381815822905, 0.7061302537154461)) ((0.3183034507959846, 0.32389310180852915), (0.6832165218530382, 0.6983482315734962)) ((0.3341002906140453, 0.34455050772445467), (0.5868059142055478, 0.6127459880120475)) ((0.3593752343229423, 0.43835943341324574), (0.5349257665925486, 0.6620321282443967))"
704,https://storage.yandexcloud.net/garbage-images/DJI_0018-375.jpg,"((0.38590699295428993, 0.4656723171717534), (0.09700694167240136, 0.27334716029615375))"
705,https://storage.yandexcloud.net/garbage-images/DJI_0064-450.jpg,"((0.38507877664504164, 0.45829471733086186), (0.3512761572606214, 0.4419546607482562))"
707,https://storage.yandexcloud.net/garbage-images/DJI_0075-125.jpg,"((0.35912882298424464, 0.4601482854494902), (0.40259194673430565, 0.6746274571972098))"
708,https://storage.yandexcloud.net/garbage-images/DJI_0080-450.jpg,"((0.7539388322520852, 0.8512511584800742), (0.23782498414711478, 0.36642358909321493))"
709,https://storage.yandexcloud.net/garbage-images/DJI_0089-725.jpg,"((0.3109360518999073, 0.4017608897126969), (0.2840916296766011, 0.3962032339885859))"
710,https://storage.yandexcloud.net/garbage-images/DJI_0079-300.jpg,"((0.26274328081556997, 0.39527340129749766), (0.7145053899809766, 0.8942136968928344))"
711,https://storage.yandexcloud.net/garbage-images/DJI_0071-500.jpg,"((0.0023169601482854493, 0.16543095458758109), (0.4112476220672162, 0.9965361445783132))"
713,https://storage.yandexcloud.net/garbage-images/DJI_0049-1525.jpg,"((0.3025949953660797, 0.37766450417052827), (0.5779724159797083, 0.6818405199746354))"
715,https://storage.yandexcloud.net/garbage-images/DJI_0037-850.jpg,"((0.0962597381574397, 0.15238353621947345), (0.2679465953778065, 0.3667894654173735))"
716,https://storage.yandexcloud.net/garbage-images/DJI_0013-200.jpg,"((0.44920784901396227, 0.5047598095197385), (0.20322754902254234, 0.2727450861917819))"
718,https://storage.yandexcloud.net/garbage-images/DJI_0013-1375.jpg,"((0.40714914316196804, 0.5177565103365974), (0.25267556081526904, 0.40627621437016015))"
719,https://storage.yandexcloud.net/garbage-images/DJI_0034-5525.jpg,"((0.33856976207546635, 0.36628088736859554), (0.3691310173917373, 0.4527480917938963)) ((0.5206213320391883, 0.534301507816809), (0.7678721408468085, 0.8009445657969162)) ((0.36838552979592176, 0.420300043003303), (0.74041578805804, 0.8302729426394644))"
720,https://storage.yandexcloud.net/garbage-images/DJI_0071-1725.jpg,"((0.009061477816737983, 0.42550961395241027), (0.4659566266077694, 0.993636944143568)) ((0.05849898291131476, 0.3500964705878016), (0.2393820269878785, 0.5717908145881132))"
721,https://storage.yandexcloud.net/garbage-images/DJI_0027-850.jpg,"((0.9452918556520039, 1), (0.17733649857974026, 0.24327686205648497)) ((0.26233112357740646, 0.31515169580027225), (0.7394780972189887, 0.8219035515649196))"
722,https://storage.yandexcloud.net/garbage-images/DJI_0097-700.jpg,"((0.20673052123754776, 0.2919847781586644), (0.036262521221258545, 0.1862768481308527))"
723,https://storage.yandexcloud.net/garbage-images/DJI_0034-4175.jpg,"((0.13815644501838872, 0.17800354336195412), (0.42765697893749005, 0.4870033060665603))"
726,https://storage.yandexcloud.net/garbage-images/DJI_0102-2650.jpg,"((0.22347258357795738, 0.35053462648093686), (0.5707617194239991, 0.7554717433481015))"
727,https://storage.yandexcloud.net/garbage-images/DJI_0049-1400.jpg,"((0.37637030805553945, 0.4574892027392892), (0.5901350146904054, 0.6942985147198809)) ((0.5626856705155584, 0.5937106549043052), (0.3534236745750048, 0.39212962228952336))"
730,https://storage.yandexcloud.net/garbage-images/DJI_0102-325.jpg,"((0.2993773327630352, 0.4435792944968514), (0.7918320264274883, 0.9999772921318658))"
731,https://storage.yandexcloud.net/garbage-images/DJI_0089-1925.jpg,"((0.33752803907762774, 0.4202031715490753), (0.041876352381926774, 0.18583653846917514))"
732,https://storage.yandexcloud.net/garbage-images/DJI_0008-1875.jpg,"((0.0008639098643399724, 0.02707982962780452), (0.47248752355065965, 0.6326745920916277))"
734,https://storage.yandexcloud.net/garbage-images/DJI_0060-150.jpg,"((0.6145985542231404, 0.6301853631189356), (0.24407285964957362, 0.268946607777554))"
735,https://storage.yandexcloud.net/garbage-images/DJI_0080-575.jpg,"((0.8267381054698822, 0.9127567175633369), (0.24490152284619476, 0.374673325208498))"
737,https://storage.yandexcloud.net/garbage-images/DJI_0024-4075.jpg,"((0.56209453197405, 0.6241890639481), (0.5523145212428662, 0.6545339251743817))"
739,https://storage.yandexcloud.net/garbage-images/DJI_0102-2300.jpg,"((0.2534754402224282, 0.40361445783132527), (0.5953868103994927, 0.8163126188966391))"
